1.000000,0.524653,0.510317,0.538034,0.516455,0.501222,0.505887,0.518327,0.538614,0.507043,0.537396,0.512766,0.542240,0.498816,0.510126,0.505787,0.522560,0.525304,0.489685,0.522597,0.493063,0.496890,0.548213,0.510208,0.520173,0.514710,0.516661,0.538150,0.522403,0.543222,0.533489,0.499207,0.531691,0.525004,0.503688,0.511264,0.511275,0.524171,0.529880,0.538936,0.525330,0.515357,0.513243,0.531544,0.510822,0.524574,0.497821,0.504611,0.487250,0.548369,0.519418,0.522975,0.514899,0.511641,0.568221,0.560690,0.504602,0.528817,0.555612,0.538547,0.513755,0.507015,0.494640,0.544759,0.510551,0.552482,0.547626,0.524839,0.519183,0.530339,0.533704,0.537572,0.536837,0.522383,0.534547,0.505851,0.526504,0.486390,0.529716,0.517157,0.527929,0.530392,0.508561,0.532042,0.536194,0.499810,0.518383,0.510200,0.524771,0.553011,0.488917,0.495756,0.507398,0.507764,0.516118,0.516317,0.505485,0.520902,0.490933,0.524370,0.486425,0.506426,0.522410,0.521328,0.530743,0.517530,0.520461,0.529317,0.525108,0.513522,0.536643,0.526241,0.511416,0.503036,0.485831,0.518397,0.518989,0.510896,0.530107,0.515913,0.494753,0.522649,0.529427,0.492746,0.528379,0.502186,0.529739,0.512130,0.549280
0.524653,1.000000,0.733037,0.516326,0.512155,0.567403,0.626408,0.571849,0.552847,0.549225,0.518427,0.528562,0.546917,0.529383,0.546575,0.567828,0.554828,0.533441,0.565424,0.569112,0.590334,0.546115,0.638279,0.518344,0.528849,0.536555,0.497668,0.562275,0.679597,0.529061,0.738134,0.530695,0.717635,0.506113,0.527774,0.503766,0.514302,0.501881,0.535399,0.540388,0.567274,0.528580,0.544576,0.625038,0.512215,0.542423,0.541878,0.539094,0.482396,0.566393,0.521086,0.519824,0.527367,0.503014,0.522489,0.520653,0.548072,0.723271,0.565703,0.567684,0.779984,0.532544,0.501048,0.558283,0.531559,0.608262,0.716465,0.705739,0.526003,0.540851,0.542399,0.531384,0.489897,0.529335,0.516212,0.482394,0.536751,0.560325,0.535916,0.533078,0.515468,0.568578,0.499978,0.524007,0.533279,0.555930,0.529806,0.522636,0.715494,0.559151,0.594579,0.544020,0.522018,0.532134,0.549494,0.513006,0.547319,0.540656,0.512540,0.527237,0.496846,0.523735,0.802777,0.934590,0.799222,0.774956,0.796877,0.931270,0.936176,0.787620,0.540245,0.502795,0.561683,0.573186,0.514455,0.534289,0.536181,0.528980,0.545463,0.526073,0.540070,0.518305,0.515939,0.513578,0.533955,0.515850,0.553535,0.567866,0.555039
0.510317,0.733037,1.000000,0.523883,0.505329,0.564461,0.623816,0.535571,0.563214,0.550946,0.518144,0.537737,0.545337,0.526918,0.530982,0.562959,0.557964,0.520683,0.553945,0.549379,0.558794,0.530959,0.624718,0.495745,0.530678,0.552258,0.517608,0.567050,0.600317,0.512191,0.656693,0.551030,0.647727,0.501283,0.535294,0.500926,0.501359,0.515329,0.533400,0.538658,0.547816,0.523696,0.543024,0.613396,0.532020,0.548893,0.534630,0.547603,0.463783,0.548351,0.522115,0.531276,0.516567,0.490013,0.504120,0.499133,0.533739,0.642132,0.536147,0.556877,0.709728,0.496925,0.522802,0.548088,0.523904,0.601455,0.645811,0.674756,0.534899,0.515862,0.535889,0.534267,0.503998,0.501367,0.536421,0.495566,0.519585,0.554444,0.543322,0.538626,0.522356,0.568870,0.489983,0.532273,0.529665,0.566471,0.545117,0.499469,0.668213,0.569347,0.559098,0.558766,0.515666,0.507634,0.540608,0.494920,0.521475,0.505781,0.508231,0.523250,0.490109,0.490894,0.726069,0.726102,0.717266,0.806911,0.717472,0.715141,0.722236,0.720879,0.536574,0.507961,0.542489,0.566700,0.520700,0.528734,0.538285,0.518283,0.519288,0.532875,0.531086,0.495135,0.479363,0.489352,0.520080,0.508277,0.556658,0.549366,0.556601
0.538034,0.516326,0.523883,1.000000,0.598934,0.522303,0.495085,0.544568,0.511413,0.529837,0.526481,0.520496,0.509458,0.492580,0.510596,0.512903,0.517463,0.505411,0.499729,0.508539,0.526959,0.519102,0.541649,0.487571,0.528636,0.522266,0.475334,0.521996,0.514821,0.525727,0.523840,0.520216,0.521116,0.507244,0.539857,0.540648,0.525442,0.531578,0.546614,0.519226,0.519043,0.505719,0.506995,0.535372,0.508989,0.507990,0.505777,0.515380,0.495612,0.501943,0.530729,0.505792,0.506106,0.554848,0.507602,0.505302,0.518000,0.521176,0.530090,0.519660,0.526597,0.520186,0.505083,0.523502,0.523412,0.535560,0.519892,0.549250,0.522120,0.511538,0.528841,0.495126,0.521758,0.507157,0.510071,0.507850,0.496578,0.538594,0.527465,0.504495,0.520649,0.533534,0.563647,0.563712,0.508144,0.479437,0.525048,0.519637,0.547628,0.541571,0.533312,0.493631,0.530618,0.546258,0.506873,0.584162,0.565957,0.595956,0.573335,0.577271,0.604947,0.573802,0.519418,0.515850,0.516273,0.522099,0.514395,0.511362,0.525863,0.515112,0.535982,0.518742,0.482089,0.508028,0.499641,0.524305,0.504797,0.531827,0.535297,0.511319,0.545252,0.530061,0.547872,0.521000,0.502475,0.542585,0.518125,0.517844,0.540905
0.516455,0.512155,0.505329,0.598934,1.000000,0.492021,0.495023,0.541499,0.510194,0.513700,0.527122,0.510199,0.515275,0.531919,0.532833,0.496830,0.472947,0.498103,0.504424,0.509774,0.535142,0.496746,0.504869,0.504414,0.505546,0.502948,0.483445,0.528487,0.525100,0.513579,0.513068,0.518216,0.520291,0.510656,0.510212,0.565739,0.514012,0.511192,0.539534,0.537681,0.508860,0.488411,0.525903,0.501989,0.509826,0.511583,0.496542,0.509791,0.519763,0.507636,0.483647,0.533654,0.527192,0.527233,0.512696,0.512022,0.521812,0.515030,0.519625,0.534794,0.522764,0.492153,0.487838,0.518207,0.543985,0.509109,0.532196,0.511046,0.509285,0.518590,0.507590,0.500474,0.513056,0.503819,0.517096,0.506475,0.509968,0.523132,0.510513,0.504569,0.497132,0.532849,0.551211,0.528915,0.504269,0.498100,0.526319,0.526854,0.520092,0.545558,0.527232,0.498754,0.555294,0.569779,0.500939,0.568846,0.571165,0.563575,0.552134,0.563682,0.588538,0.568496,0.516034,0.512475,0.516370,0.511325,0.523123,0.508211,0.521785,0.517950,0.522837,0.500990,0.503358,0.490941,0.530135,0.535652,0.548297,0.546486,0.520004,0.524017,0.548379,0.540672,0.549800,0.539197,0.514254,0.535343,0.515096,0.549025,0.520818
0.501222,0.567403,0.564461,0.522303,0.492021,1.000000,0.541481,0.520848,0.533229,0.526704,0.509089,0.513360,0.496451,0.501021,0.474038,0.526875,0.510500,0.541130,0.539104,0.531728,0.523537,0.527289,0.532665,0.479386,0.512619,0.524705,0.526440,0.539278,0.523719,0.516106,0.548018,0.534465,0.557754,0.496953,0.505084,0.490825,0.493100,0.536566,0.511606,0.497441,0.514401,0.510430,0.531029,0.518579,0.514803,0.496757,0.530167,0.515274,0.481665,0.523439,0.515034,0.502489,0.496262,0.522683,0.497434,0.506970,0.504277,0.524632,0.488372,0.527465,0.546995,0.508268,0.515776,0.527508,0.527099,0.518371,0.530937,0.552737,0.508358,0.520247,0.528854,0.514083,0.523775,0.529895,0.518383,0.516579,0.499565,0.547303,0.517770,0.513545,0.507590,0.534376,0.498257,0.496794,0.533024,0.497897,0.520921,0.509455,0.538712,0.519724,0.530485,0.516895,0.527075,0.506516,0.511091,0.480007,0.496416,0.516703,0.491599,0.462932,0.498613,0.532121,0.558181,0.557231,0.565347,0.548415,0.558032,0.560323,0.564056,0.560276,0.511974,0.514213,0.526508,0.531258,0.493187,0.485679,0.495070,0.506091,0.511898,0.506555,0.507947,0.485779,0.497334,0.495511,0.522782,0.486667,0.513531,0.518644,0.504474
0.505887,0.626408,0.623816,0.495085,0.495023,0.541481,1.000000,0.536238,0.515658,0.527187,0.521165,0.507580,0.522855,0.540999,0.528260,0.584187,0.556118,0.552034,0.550794,0.543568,0.549964,0.503771,0.617632,0.501447,0.490911,0.554468,0.529698,0.561398,0.552750,0.528376,0.649015,0.518675,0.656190,0.508379,0.504529,0.504967,0.489829,0.501700,0.527044,0.507588,0.532505,0.534216,0.528775,0.616453,0.488360,0.511407,0.558685,0.523003,0.505370,0.544880,0.538503,0.507865,0.537679,0.531581,0.549558,0.514606,0.543686,0.597692,0.514536,0.546370,0.628122,0.502718,0.542161,0.518166,0.529034,0.601820,0.633589,0.639956,0.526265,0.518370,0.533639,0.526973,0.519568,0.512853,0.534766,0.454938,0.496950,0.541644,0.514099,0.546409,0.533940,0.533780,0.489532,0.521655,0.513397,0.536018,0.544138,0.508349,0.642719,0.511791,0.542343,0.554964,0.521602,0.523003,0.531581,0.485870,0.526176,0.509286,0.527781,0.512128,0.518467,0.516311,0.617078,0.620176,0.602640,0.615045,0.610537,0.618420,0.611356,0.598387,0.517779,0.512349,0.586108,0.538297,0.529620,0.515943,0.521426,0.516216,0.525411,0.526440,0.501981,0.517111,0.511712,0.495385,0.532431,0.508471,0.545897,0.543090,0.559745
0.518327,0.571849,0.535571,0.544568,0.541499,0.520848,0.536238,1.000000,0.543348,0.535334,0.531294,0.504027,0.519009,0.497213,0.521741,0.504638,0.500287,0.475424,0.492398,0.529402,0.529695,0.508350,0.544662,0.520312,0.520383,0.504436,0.478205,0.552819,0.553850,0.517292,0.590003,0.515064,0.575151,0.494599,0.528455,0.524863,0.527689,0.533874,0.554054,0.522016,0.547542,0.495631,0.525491,0.552461,0.504047,0.519682,0.506731,0.513256,0.505787,0.533693,0.525232,0.499252,0.511504,0.511704,0.509070,0.489299,0.519787,0.580942,0.559201,0.539327,0.595873,0.500595,0.509463,0.536088,0.548637,0.556048,0.575727,0.563811,0.532465,0.552724,0.526729,0.518393,0.519196,0.521193,0.523992,0.524486,0.511887,0.542761,0.534599,0.518948,0.511525,0.535343,0.501745,0.515049,0.522741,0.501526,0.523545,0.505021,0.562294,0.536520,0.558710,0.503735,0.505764,0.518988,0.523895,0.533878,0.527920,0.512651,0.499444,0.523562,0.506090,0.505083,0.583344,0.563444,0.585097,0.544541,0.583967,0.566562,0.575241,0.565942,0.516465,0.501997,0.503973,0.498408,0.525680,0.520745,0.508141,0.517960,0.545491,0.522252,0.516024,0.516873,0.531563,0.496899,0.517811,0.499573,0.519921,0.544122,0.556521
0.538614,0.552847,0.563214,0.511413,0.510194,0.533229,0.515658,0.543348,1.000000,0.532829,0.531798,0.536772,0.558480,0.531467,0.530314,0.515585,0.486833,0.511337,0.495615,0.552320,0.528975,0.506059,0.529097,0.520899,0.521549,0.500279,0.512744,0.510216,0.523096,0.519012,0.546833,0.484737,0.546621,0.512833,0.541760,0.521418,0.528735,0.543289,0.538962,0.547015,0.508017,0.516787,0.496937,0.528735,0.543073,0.547081,0.531519,0.535237,0.496961,0.555762,0.505647,0.495884,0.498975,0.504691,0.510433,0.493316,0.494188,0.540615,0.540139,0.544193,0.553203,0.488585,0.515352,0.597274,0.538621,0.527036,0.543218,0.560090,0.533991,0.583722,0.534006,0.492920,0.510338,0.507378,0.503501,0.502647,0.523718,0.535440,0.559459,0.540210,0.518814,0.535474,0.498508,0.504637,0.505145,0.506633,0.522017,0.524758,0.538578,0.535983,0.530889,0.494332,0.511965,0.505404,0.503103,0.510481,0.518893,0.528467,0.520802,0.525492,0.496221,0.492006,0.545042,0.544166,0.542482,0.547660,0.537817,0.537856,0.547372,0.556627,0.520022,0.496315,0.532595,0.505818,0.494367,0.511873,0.522645,0.504574,0.513826,0.494232,0.504491,0.498888,0.514312,0.486267,0.554773,0.528253,0.536009,0.520548,0.528463
0.507043,0.549225,0.550946,0.529837,0.513700,0.526704,0.527187,0.535334,0.532829,1.000000,0.529645,0.520473,0.531593,0.503015,0.547721,0.522977,0.523810,0.500217,0.506436,0.550239,0.535001,0.537844,0.539360,0.499909,0.508584,0.522769,0.542812,0.527011,0.554344,0.527538,0.548792,0.527452,0.539874,0.511366,0.516086,0.522725,0.513282,0.508017,0.538774,0.524597,0.591506,0.511891,0.510162,0.537385,0.514694,0.533800,0.575335,0.570947,0.513799,0.550902,0.522148,0.504715,0.508684,0.516662,0.495743,0.506724,0.491045,0.546598,0.506412,0.538247,0.563843,0.497607,0.497121,0.545519,0.531557,0.526650,0.528183,0.567060,0.520629,0.522279,0.518620,0.521244,0.527430,0.530390,0.494846,0.528476,0.532155,0.528404,0.526318,0.514059,0.521516,0.542827,0.487122,0.538661,0.523953,0.490875,0.522023,0.498608,0.549178,0.533850,0.574030,0.504329,0.519694,0.514177,0.527664,0.521172,0.510947,0.518536,0.518593,0.531410,0.533553,0.523506,0.543671,0.550021,0.541532,0.555623,0.540837,0.549034,0.548920,0.550888,0.538714,0.526415,0.506576,0.490328,0.518970,0.527268,0.523765,0.531247,0.514355,0.516105,0.503922,0.510507,0.515204,0.498452,0.525323,0.527205,0.531235,0.553870,0.527893
